WELL ID,WELL NAME,LICENCE,CONTRACTOR BA ID,CONTRACTOR NAME,RIG NUMBER,ACTIVITY DATE,FIELD CENTRE,BA ID,LICENSEE,NEW PROJECTED TOTAL DEPTH,ACTIVITY TYPE,DATE,ATS,ConvDF,Lat,Long,WEEK,MONTH,YEAR
02/15-34-049-19W5/0,TOURMALINE 02HZ MINEHEAD 15-34-49-19,496803,A6PR,Nabors Drilling Canada Limited,16,03 Jan 2021 10:00:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-04,34049195,34049195,53.27232899,-116.6831616,1,1,2021.0
05/12-22-050-26W4/0,NEP 105 HZ LEDUC-WB 12-22-50-26,489678,0Z41,Ensign Drilling Inc.,32,03 Jan 2021 07:15:00 PM,St. Albert,A637,NEP Canada ULC,,Drill To LD,2021-01-04,22050264,22050264,53.33045721,-113.7081489,1,1,2021.0
00/13-30-056-24W5/0,PEYTO WILD RIV 13-30-56-24,497978,0Z41,Ensign Drilling Inc.,T401,03 Jan 2021 09:15:00 PM,Drayton Valley,0YA2,Peyto Exploration & Development Corp.,,Drill To LD,2021-01-04,30056245,30056245,53.86841954,-117.544389,1,1,2021.0
00/07-30-059-25W5/0,TOURMALINE HZ LELAND 7-30-59-25,498840,0Y52,Precision Drilling Corporation,463,04 Jan 2021 04:15:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Set Surface,2021-01-04,30059255,30059255,54.13046421,-117.7262527,1,1,2021.0
00/08-27-066-04W6/0,PARA HZ KARR 8-27-66-4,498787,A5DR,Fox Drilling Inc.,3,04 Jan 2021 08:00:00 AM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2021-01-04,27066046,27066046,54.74165136,-118.5038919,1,1,2021.0
00/04-20-067-24W5/0,ARC HZ ANTEN 4-20-67-24,498606,0Y52,Precision Drilling Corporation,465,04 Jan 2021 07:00:00 AM,Grande Prairie,0G30,ARC Resources Ltd.,,Drill To LD,2021-01-04,20067245,20067245,54.81404694,-117.6115077,1,1,2021.0
02/15-03-075-25W4/0,DELTASTREAM MARTENH 15-3-75-25,498497,A0KC,Horizon Drilling Inc.,14,03 Jan 2021 11:30:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Resumption,2021-01-04,3075254,3075254,55.46818561,-113.7838947,1,1,2021.0
AB/03-03-076-06W4/0,CVE B3-3 B3 KIRBY 3-3-76-6,498372,0Y52,Precision Drilling Corporation,254,04 Jan 2021 04:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-04,3076064,3076064,55.55547208,-110.8338969,1,1,2021.0
00/10-36-078-13W6/0,BIR 14-6 HZ PCOUPES 10-36-78-13,499046,0Y52,Precision Drilling Corporation,226,04 Jan 2021 10:59:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-04,36078136,36078136,55.80309179,-119.8621707,1,1,2021.0
AA/15-31-093-09W4/0,SYNCRUDE 29ROVCH194025L01 15-31-93-9,493122,A1YG,Big Country Drilling Ltd.,10,04 Jan 2021 03:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-04,31093094,31093094,57.11166693,-111.4277042,1,1,2021.0
AC/16-36-093-10W4/0,SYNCRUDE 010N01 16-36-93-10,497056,A1YG,Big Country Drilling Ltd.,6,04 Jan 2021 04:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-04,36093104,36093104,57.11169363,-111.4545179,1,1,2021.0
09/14-10-095-06W4/0,SUNCOR P131P1 FIREBAG 14-10-95-6,496942,0X84,Nabors Drilling Limited,102,04 Jan 2021 10:45:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-04,10095064,10095064,57.22812066,-110.8735306,1,1,2021.0
00/13-01-035-08W4/0,TAC 2-12 HZ PROVOST 13-1-35-8,498918,0GE9,Tempco Drilling Company Inc.,5,28 Jan 2021 04:45:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-28,1035084,1035084,51.97600773,-111.0050864,4,1,2021.0
00/14-22-044-14W5/0,TOURMALINE HZ BRAZR 14-22-44-14,498725,0Z41,Ensign Drilling Inc.,T038,28 Jan 2021 02:23:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-28,22044145,22044145,52.80700666,-115.9358437,4,1,2021.0
03/05-31-046-07W5/0,BONTERRA HZ 103 PEMBINA 5-31-46-7,499250,A2EN,Ironhand Drilling Inc.,1,28 Jan 2021 11:30:00 AM,Drayton Valley,0XZ4,Bonterra Energy Corp.,,Drill To LD,2021-01-28,31046075,31046075,53.01140189,-114.9924437,4,1,2021.0
AC/09-25-076-06W4/0,CVE B9-25 C9 HARDY 9-25-76-6,498404,0Y52,Precision Drilling Corporation,171,28 Jan 2021 12:00:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-28,25076064,25076064,55.61361609,-110.7821387,4,1,2021.0
00/03-32-079-02W5/0,SPL 6-5 HZ GODIN 3-32-79-2,498999,0Y52,Precision Drilling Corporation,294,27 Jan 2021 11:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-28,32079025,32079025,55.89076126,-114.2622126,4,1,2021.0
00/11-10-082-11W6/0,RIDGEBACK HZ BONANZA 11-10-82-11,499308,0ZG2,Excalibur Drilling Ltd.,11,28 Jan 2021 12:45:00 AM,Grande Prairie,A7G2,Ridgeback Resources Inc.,,Drill To LD,2021-01-28,10082116,10082116,56.09431271,-119.6186908,4,1,2021.0
AA/14-12-093-10W4/0,SYNCRUDE 102N01 14-12-93-10,497099,0Y80,Boart Longyear Canada,41,28 Jan 2021 12:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-28,12093104,12093104,57.05349944,-111.454556,4,1,2021.0
AB/03-13-093-10W4/0,SYNCRUDE 095N01 3-13-93-10,497092,0Y80,Boart Longyear Canada,47,27 Jan 2021 07:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-28,13093104,13093104,57.0681388,-111.4545484,4,1,2021.0
AA/04-35-093-10W4/0,SYNCRUDE 030N01 4-35-93-10,497079,0Y80,Boart Longyear Canada,32,28 Jan 2021 12:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-28,35093104,35093104,57.11168027,-111.4813806,4,1,2021.0
08/12-03-095-06W4/2,SUNCOR P17P3B FIREBAG 12-3-95-6,456430,0Y52,Precision Drilling Corporation,151,28 Jan 2021 06:30:00 AM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-28,3095064,3095064,57.21367117,-110.8735319,4,1,2021.0
00/16-08-015-14W4/0,TXNE 15C-16 HZ ALDSON 16-8-15-14,499087,A1TW,Bonanza Drilling Inc.,6,11 Jan 2021 03:00:00 PM,Medicine Hat,A7NW,Torxen Energy Ltd.,,Drill To LD,2021-01-11,8015144,8015144,50.24454604,-111.8835438,2,1,2021.0
00/13-36-034-03W4/0,RHE 100 PROVOST 13-36-34-3,496165,A57H,Predator Drilling Inc.,27,11 Jan 2021 05:00:00 PM,Wainwright,A6W2,Rolling Hills Energy Ltd.,,Set Surface,2021-01-11,36034034,36034034,51.96171461,-110.2885159,2,1,2021.0
00/01-13-035-08W4/0,TAC 4-12 HZ PROVOST 1-13-35-8,498914,0GE9,Tempco Drilling Company Inc.,5,11 Jan 2021 04:15:00 PM,Wainwright,A5TT,Tamarack Acquisition Corp.,,Drill To LD,2021-01-11,13035084,13035084,52.00510892,-111.005062,2,1,2021.0
00/04-14-035-09W4/0,KARVE HZ PROVOST 4-14-35-9,498826,A57H,Predator Drilling Inc.,9,11 Jan 2021 07:37:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Set Surface,2021-01-11,14035094,14035094,52.00478774,-111.1717461,2,1,2021.0
02/12-31-059-04W4/0,CNRL 12C BEAVRDM 12-31-59-4,491204,0Z41,Ensign Drilling Inc.,218,11 Jan 2021 12:00:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-11,31059044,31059044,54.14424285,-110.5803365,2,1,2021.0
00/16-08-060-01W6/0,JUPITER HZ RESTHA 16-8-60-1,498465,A6PR,Nabors Drilling Canada Limited,127,11 Jan 2021 06:00:00 AM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Resumption,2021-01-11,8060016,8060016,54.17408103,-118.1003347,2,1,2021.0
02/09-31-061-18W5/0,CHEVRON 102 HZ FOXCK 9-31-61-18,493784,0Z41,Ensign Drilling Inc.,770,10 Jan 2021 05:25:00 PM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2021-01-11,31061185,31061185,54.31951971,-116.6765861,2,1,2021.0
00/09-14-063-22W4/0,CRESTWYND HZ MEANOOK 9-14-63-22,499160,A2CL,Komat Drilling Ltd.,3,10 Jan 2021 07:34:00 PM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Set Surface,2021-01-11,14063224,14063224,54.44900323,-113.2069345,2,1,2021.0
02/10-14-063-22W4/0,CRESTWYND HZ MEANOOK 10-14-63-22,499159,A2CL,Komat Drilling Ltd.,3,10 Jan 2021 07:27:00 PM,St. Albert,A7MT,Crestwynd Exploration Ltd.,,Set Surface,2021-01-11,14063224,14063224,54.44900323,-113.2069345,2,1,2021.0
02/12-35-063-04W6/0,7GEN HZ 102 KAKWA 12-35-63-4,498580,A6PR,Nabors Drilling Canada Limited,17,11 Jan 2021 04:00:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2021-01-11,35063046,35063046,54.49428211,-118.4787021,2,1,2021.0
03/15-15-064-06W6/0,7GEN HZ 103 KAKWA 15-15-64-6,498927,A6GJ,Dc Drilling Inc.,1,11 Jan 2021 01:00:00 AM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Set Surface,2021-01-11,15064066,15064066,54.53806561,-118.8058884,2,1,2021.0
00/12-28-067-06W6/0,PARA HZ ELM 12-28-67-6,496896,A5DR,Fox Drilling Inc.,4,10 Jan 2021 10:13:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Resumption,2021-01-11,28067066,28067066,54.82884756,-118.8396213,2,1,2021.0
AC/05-34-075-06W4/0,CVE D5 KIRBY 5-34-75-6,498399,0Y52,Precision Drilling Corporation,254,09 Jan 2021 08:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-11,34075064,34075064,55.54083814,-110.8338966,2,1,2021.0
AC/10-19-076-05W4/0,CVE 2B10 HARDY 10-19-76-5,498382,0Y52,Precision Drilling Corporation,144,09 Jan 2021 05:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-11,19076054,19076054,55.59899293,-110.7562545,2,1,2021.0
AD/10-19-076-05W4/0,CVE C10 HARDY 10-19-76-5,498383,0Y52,Precision Drilling Corporation,254,11 Jan 2021 06:00:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-11,19076054,19076054,55.59899293,-110.7562545,2,1,2021.0
AD/02-30-076-05W4/0,CVE D2 HARDY 2-30-76-5,498396,0Y52,Precision Drilling Corporation,171,09 Jan 2021 07:15:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-11,30076054,30076054,55.61362802,-110.7562541,2,1,2021.0
03/08-16-076-06W4/0,CVE G05I02 LEISMER 8-16-76-6,498959,0Z41,Ensign Drilling Inc.,141,11 Jan 2021 10:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-11,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
02/07-07-076-03W5/0,SPL 9-18 HZ MARTENH 7-7-76-3,499150,0Y52,Precision Drilling Corporation,294,11 Jan 2021 05:00:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-11,7076035,7076035,55.57024894,-114.4412325,2,1,2021.0
12/01-25-077-06W4/0,MEG AF6P HARDY 1-25-77-6,498434,0Y52,Precision Drilling Corporation,140,11 Jan 2021 10:15:00 AM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2021-01-11,25077064,25077064,55.7008758,-110.7821391,2,1,2021.0
00/04-31-078-12W6/0,BIR 14-6 HZ PCOUPE 4-31-78-12,499068,0Z41,Ensign Drilling Inc.,137,09 Jan 2021 03:00:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Set Surface,2021-01-11,31078126,31078126,55.80311365,-119.836321,2,1,2021.0
03/08-36-078-13W6/0,BIR 14-6 HZ PCOUPES 8-36-78-13,499069,0Z41,Ensign Drilling Inc.,137,10 Jan 2021 07:30:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Drill To LD,2021-01-11,36078136,36078136,55.80309179,-119.8621707,2,1,2021.0
AA/05-20-093-09W4/0,SYNCRUDE 29ROVCH194175L01 5-20-93-9,493263,A1YG,Big Country Drilling Ltd.,3,10 Jan 2021 10:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,20093094,20093094,57.08259388,-111.4009027,2,1,2021.0
AA/11-29-093-09W4/0,SYNCRUDE 29ROVCH194098L01 11-29-93-9,493249,A1YG,Big Country Drilling Ltd.,6,11 Jan 2021 04:15:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,29093094,29093094,57.09722471,-111.4008968,2,1,2021.0
AC/14-25-093-10W4/0,SYNCRUDE 042N01 14-25-93-10,497110,0Y80,Boart Longyear Canada,41,11 Jan 2021 12:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,25093104,25093104,57.0972359,-111.4545294,2,1,2021.0
AB/15-25-093-10W4/0,SYNCRUDE 037N01 15-25-93-10,497105,0Y80,Boart Longyear Canada,47,10 Jan 2021 11:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,25093104,25093104,57.0972359,-111.4545294,2,1,2021.0
AA/09-26-093-10W4/0,SYNCRUDE 050N01 9-26-93-10,497136,0Y80,Boart Longyear Canada,41,11 Jan 2021 04:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AB/06-36-093-10W4/0,SYNCRUDE 026N01 6-36-93-10,497076,0Y80,Boart Longyear Canada,47,11 Jan 2021 03:30:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-11,36093104,36093104,57.11169363,-111.4545179,2,1,2021.0
03/02-15-095-06W4/0,SUNCOR P131P4 FIREBAG 2-15-95-6,497856,A6PR,Nabors Drilling Canada Limited,102,10 Jan 2021 06:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Drill To LD,2021-01-11,15095064,15095064,57.24275071,-110.8735294,2,1,2021.0
00/08-11-026-03W5/0,OUC HZ LOCHEND 8-11-26-3,498472,0Z41,Ensign Drilling Inc.,225,21 Jan 2021 01:30:00 AM,Midnapore,A2DE,ORLEN Upstream Canada Ltd.,,Drill To LD,2021-01-21,11026035,11026035,51.204966,-114.3040714,3,1,2021.0
02/02-29-036-03W4/0,SURGE ENERGY 102HZ PROVOST 2-29-36-3,499245,A8AF,Hertz & Paluck Energy Services Inc.,1,20 Jan 2021 04:00:00 PM,Wainwright,0YK4,Surge Energy Inc.,,Set Surface,2021-01-21,29036034,29036034,52.12119844,-110.3860556,3,1,2021.0
02/14-22-044-14W5/0,TOURMALINE 102 HZ BRAZR 14-22-44-14,499095,0Z41,Ensign Drilling Inc.,38,21 Jan 2021 12:45:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-21,22044145,22044145,52.80700666,-115.9358437,3,1,2021.0
03/16-20-049-11W5/0,WHITECAP PEMBINA 16-20-49-11,499083,A0KC,Horizon Drilling Inc.,43,21 Jan 2021 06:00:00 AM,Drayton Valley,A5BE,Whitecap Resources Inc.,,Drill To LD,2021-01-21,20049115,20049115,53.24331665,-115.5620557,3,1,2021.0
02/16-30-049-12W5/0,MANCAL 102 HZ PEMBINA 16-30-49-12,498815,A0KC,Horizon Drilling Inc.,50,21 Jan 2021 09:00:00 AM,Drayton Valley,0YT7,Mancal Energy Inc.,,Drill To LD,2021-01-21,30049125,30049125,53.25792734,-115.7326644,3,1,2021.0
00/08-13-058-06W4/0,CNRL 8A LNDBRGH 8-13-58-6,494680,0Z41,Ensign Drilling Inc.,218,21 Jan 2021 01:30:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-21,13058064,13058064,54.01330476,-110.7477805,3,1,2021.0
02/15-11-060-02W6/0,JUPITER HZ RESTHA 15-11-60-2,498464,A6PR,Nabors Drilling Canada Limited,127,18 Jan 2021 06:00:00 AM,Grande Prairie,A6X1,Jupiter Resources Inc.,,Resumption,2021-01-21,11060026,11060026,54.17407128,-118.1752789,3,1,2021.0
02/08-15-066-05W6/0,PARA HZ 102 KARR 8-15-66-5,495220,A08C,Savanna Drilling Corp.,689,20 Jan 2021 07:42:00 PM,Grande Prairie,0AW4,Paramount Resources Ltd.,,Set Surface,2021-01-21,15066056,15066056,54.71259132,-118.654949,3,1,2021.0
02/01-26-067-05W6/0,CNRL 102 HZ ELM 1-26-67-5,496470,A801,Stampede Drilling A Division Of Matrix Energy Technologi,6,21 Jan 2021 02:00:00 PM,Grande Prairie,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-21,26067056,26067056,54.82883231,-118.6361236,3,1,2021.0
00/13-21-070-23W4/0,DELTASTREAM CANAL 13-21-70-23,498993,A2CL,Komat Drilling Ltd.,3,20 Jan 2021 01:00:00 AM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2021-01-21,21070234,21070234,55.07485125,-113.4378554,3,1,2021.0
04/16-35-071-09W6/0,OVV HZ 104 WEMBLEY 16-35-71-9,498697,0Y52,Precision Drilling Corporation,535,21 Jan 2021 01:30:00 AM,Grande Prairie,0026,Ovintiv Canada ULC,,Drill To LD,2021-01-21,35071096,35071096,55.19235495,-119.2566215,3,1,2021.0
02/16-26-074-25W4/0,HWX MARTENH 16-26-74-25,498872,0XE7,Saville Drilling Ltd.,425,20 Jan 2021 10:36:00 PM,St. Albert,A8DL,Headwater Exploration Inc.,,Drill To LD,2021-01-21,26074254,26074254,55.43911772,-113.7246581,3,1,2021.0
F1/12-35-074-25W4/0,CVE A12 MARTENH 12-35-74-25,499071,A08C,Savanna Drilling Corp.,425,18 Jan 2021 10:30:00 PM,St. Albert,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-21,35074254,35074254,55.45357068,-113.7246583,3,1,2021.0
AD/12-28-076-05W4/0,CVE A12-28 A12 HARDY 12-28-76-5,498393,0Y52,Precision Drilling Corporation,171,21 Jan 2021 03:44:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-01-21,28076054,28076054,55.61363569,-110.7044933,3,1,2021.0
02/08-36-078-13W6/0,BIR 14-6 HZ 103 PCOUPES 8-36-78-13,499051,0Y52,Precision Drilling Corporation,226,21 Jan 2021 10:53:00 AM,Grande Prairie,A12R,Birchcliff Energy Ltd.,,Resumption,2021-01-21,36078136,36078136,55.80309179,-119.8621707,3,1,2021.0
00/04-35-080-03W5/0,SPL 4-1 HZ GODIN 4-35-80-3,499078,0Y52,Precision Drilling Corporation,294,21 Jan 2021 01:15:00 AM,St. Albert,A7GR,Spur Petroleum Ltd.,,Drill To LD,2021-01-21,35080035,35080035,55.97801392,-114.3402537,3,1,2021.0
AC/07-07-093-09W4/0,SYNCRUDE 113N01 7-7-93-9,497120,0Y80,Boart Longyear Canada,47,21 Jan 2021 11:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-21,7093094,7093094,57.05350282,-111.4277301,3,1,2021.0
AB/05-18-093-09W4/0,SYNCRUDE 087N01 5-18-93-9,497085,0Y80,Boart Longyear Canada,41,20 Jan 2021 07:00:00 PM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-21,18093094,18093094,57.06813471,-111.4277257,3,1,2021.0
07/08-03-095-06W4/2,SUNCOR P5P13B FIREBAG 8-3-95-6,381779,0Y52,Precision Drilling Corporation,151,21 Jan 2021 12:00:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-21,3095064,3095064,57.21367117,-110.8735319,3,1,2021.0
03/16-11-038-08W5/0,YANGARRA HZ 103 FERRIER 16-11-38-8,498998,A801,Stampede Drilling A Division Of Matrix Energy Technologi,5,16 Jan 2021 09:30:00 AM,Red Deer,0LN7,Yangarra Resources Corp.,,Drill To LD,2021-01-16,11038085,11038085,52.25354596,-115.0253763,2,1,2021.0
00/03-19-058-05W4/0,CNRL 3B LNDBRGH 3-19-58-5,494681,0Z41,Ensign Drilling Inc.,218,15 Jan 2021 07:54:00 PM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-01-16,19058054,19058054,54.02779805,-110.7229378,2,1,2021.0
02/10-30-059-25W5/0,TOURMALINE HZ 102 LELAND 10-30-59-25,498839,0Y52,Precision Drilling Corporation,463,15 Jan 2021 10:15:00 PM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-01-16,30059255,30059255,54.13046421,-117.7262527,2,1,2021.0
00/08-31-061-18W5/0,CHEVRON HZ FOXCK 8-31-61-18,493785,0Z41,Ensign Drilling Inc.,770,16 Jan 2021 09:15:00 AM,St. Albert,0045,Chevron Canada Limited,,Drill To LD,2021-01-16,31061185,31061185,54.31951971,-116.6765861,2,1,2021.0
00/04-02-064-04W6/0,7GEN HZ KARR 4-2-64-4,498583,A6PR,Nabors Drilling Canada Limited,17,16 Jan 2021 05:00:00 PM,Grande Prairie,A54C,Seven Generations Energy Ltd.,,Drill To LD,2021-01-16,2064046,2064046,54.50891709,-118.4787049,2,1,2021.0
00/05-23-071-08W6/0,PIPE HZ WEMBLEY 5-23-71-8,499256,0Y52,Precision Drilling Corporation,524,16 Jan 2021 08:45:00 AM,Grande Prairie,A82B,Pipestone Energy Corp.,,Drill To LD,2021-01-16,23071086,23071086,55.16331691,-119.1026713,2,1,2021.0
00/16-04-075-25W4/0,DELTASTREAM MARTENH 16-4-75-25,498831,A2CL,Komat Drilling Ltd.,3,15 Jan 2021 05:00:00 PM,St. Albert,A6YA,Deltastream Energy Corporation,,Set Surface,2021-01-16,4075254,4075254,55.46818763,-113.8097717,2,1,2021.0
02/03-12-075-25W4/0,SPL 3-13 HZ 102 MARTENH 3-12-75-25,498558,0Y52,Precision Drilling Corporation,149,15 Jan 2021 08:30:00 PM,St. Albert,A7GR,Spur Petroleum Ltd.,,Resumption,2021-01-16,12075254,12075254,55.48262047,-113.7321418,2,1,2021.0
13/01-16-076-06W4/0,CVE G05P04 LEISMER 1-16-76-6,499054,0Z41,Ensign Drilling Inc.,141,15 Jan 2021 09:15:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-16,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
14/01-16-076-06W4/0,CVE G05P05 LEISMER 1-16-76-6,499055,0Z41,Ensign Drilling Inc.,141,16 Jan 2021 02:18:00 PM,Bonnyville,A5D4,Cenovus Energy Inc.,,Set Surface,2021-01-16,16076064,16076064,55.58456271,-110.8597761,2,1,2021.0
04/01-11-077-05W4/0,MEG DE8I HARDY 1-11-77-5,490969,0Y55,Akita Drilling Ltd.,25,16 Jan 2021 05:49:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Resumption,2021-01-16,11077054,11077054,55.65716303,-110.6527301,2,1,2021.0
04/15-20-077-05W4/0,MEG AH14P HARDY 15-20-77-5,498949,0Y55,Akita Drilling Ltd.,27,15 Jan 2021 07:30:00 PM,Bonnyville,0Z9C,MEG Energy Corp.,,Drill To LD,2021-01-16,20077054,20077054,55.68626283,-110.730374,2,1,2021.0
AB/07-26-093-10W4/0,SYNCRUDE 056N01 7-26-93-10,497167,0Y80,Boart Longyear Canada,41,16 Jan 2021 03:00:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-16,26093104,26093104,57.09722693,-111.4814114,2,1,2021.0
AC/16-27-093-10W4/0,SYNCRUDE 034N01 16-27-93-10,497102,0Y80,Boart Longyear Canada,47,16 Jan 2021 01:30:00 AM,Bonnyville,0362,Syncrude Canada Ltd.,,Drill To LD,2021-01-16,27093104,27093104,57.09725542,-111.5082348,2,1,2021.0
00/06-15-095-06W4/0,SUNCOR P131P7 FIREBAG 6-15-95-6,497859,A6PR,Nabors Drilling Canada Limited,102,16 Jan 2021 05:30:00 PM,Bonnyville,0054,Suncor Energy Inc.,,Resumption,2021-01-16,15095064,15095064,57.24275071,-110.8735294,2,1,2021.0
02/10-13-018-11W4/0,PPR HZ 102 ALDSON 10-13-18-11,499324,A1TW,Bonanza Drilling Inc.,7,07 Feb 2021 03:30:00 AM,Medicine Hat,0T82,Prairie Provident Resources Canada Ltd.,,Drill To LD,2021-02-07,13018114,13018114,50.52105782,-111.3793704,5,2,2021.0
00/01-32-035-02W4/0,KARVE HZ PROVOST 1-32-35-2,499200,0GE9,Tempco Drilling Company Inc.,8,07 Feb 2021 12:00:00 AM,Wainwright,A7BT,Karve Energy Inc.,,Drill To LD,2021-02-07,32035024,32035024,52.04835012,-110.2432571,5,2,2021.0
00/02-33-044-11W5/0,WESTBRICK HZ PEMBINA 2-33-44-11,499437,A08C,Savanna Drilling Corp.,652,06 Feb 2021 05:00:00 PM,Drayton Valley,A5WB,Westbrick Energy Ltd.,,Drill To LD,2021-02-07,33044115,33044115,52.83610742,-115.5248606,5,2,2021.0
00/04-10-051-16W5/0,CVE 100 HZ EDSON 4-10-51-16,498505,0Z41,Ensign Drilling Inc.,557,07 Feb 2021 06:00:00 AM,Drayton Valley,A5D4,Cenovus Energy Inc.,,Drill To LD,2021-02-07,10051165,10051165,53.38843159,-116.2618518,5,2,2021.0
00/15-10-055-05W4/0,CNRL 15A LNDBRGH 15-10-55-5,491447,0Z41,Ensign Drilling Inc.,218,07 Feb 2021 06:00:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-02-07,10055054,10055054,53.73694152,-110.6489504,5,2,2021.0
00/16-24-058-02W6/0,TOURMALINE HZ SMOKY 16-24-58-2,498090,A6PR,Nabors Drilling Canada Limited,58,07 Feb 2021 05:50:00 AM,Drayton Valley,A573,Tourmaline Oil Corp.,,Resumption,2021-02-07,24058026,24058026,54.02853811,-118.1489302,5,2,2021.0
02/15-18-063-06W4/0,CNRL 15A HZ SUGDEN 15-18-63-6,498056,A801,Stampede Drilling A Division Of Matrix Energy Technologi,14,07 Feb 2021 12:00:00 AM,Bonnyville,0HE9,Canadian Natural Resources Limited,,Drill To LD,2021-02-07,18063064,18063064,54.44974457,-110.8881154,5,2,2021.0
14/14-02-076-06W4/2,CVE J01P11 KIRBY 14-2-76-6,473037,0Y52,Precision Drilling Corporation,199,07 Feb 2021 03:30:00 AM,Bonnyville,A5D4,Cenovus Energy Inc.,,Resumption,2021-02-07,2076064,2076064,55.55546363,-110.8080175,5,2,2021.0
00/13-06-082-13W5/0,ISLANDER SEAL 13-6-82-13,499431,A0KC,Horizon Drilling Inc.,7,06 Feb 2021 12:00:00 PM,St. Albert,A8A9,Islander Oil & Gas Inc.,,Drill To LD,2021-02-07,6082135,6082135,56.07990294,-116.0107296,5,2,2021.0
